,var1(t-10),var2(t-10),var3(t-10),var4(t-10),var5(t-10),var6(t-10),var7(t-10),var8(t-10),var9(t-10),var10(t-10),var1(t-9),var2(t-9),var3(t-9),var4(t-9),var5(t-9),var6(t-9),var7(t-9),var8(t-9),var9(t-9),var10(t-9),var1(t-8),var2(t-8),var3(t-8),var4(t-8),var5(t-8),var6(t-8),var7(t-8),var8(t-8),var9(t-8),var10(t-8),var1(t-7),var2(t-7),var3(t-7),var4(t-7),var5(t-7),var6(t-7),var7(t-7),var8(t-7),var9(t-7),var10(t-7),var1(t-6),var2(t-6),var3(t-6),var4(t-6),var5(t-6),var6(t-6),var7(t-6),var8(t-6),var9(t-6),var10(t-6),var1(t-5),var2(t-5),var3(t-5),var4(t-5),var5(t-5),var6(t-5),var7(t-5),var8(t-5),var9(t-5),var10(t-5),var1(t-4),var2(t-4),var3(t-4),var4(t-4),var5(t-4),var6(t-4),var7(t-4),var8(t-4),var9(t-4),var10(t-4),var1(t-3),var2(t-3),var3(t-3),var4(t-3),var5(t-3),var6(t-3),var7(t-3),var8(t-3),var9(t-3),var10(t-3),var1(t-2),var2(t-2),var3(t-2),var4(t-2),var5(t-2),var6(t-2),var7(t-2),var8(t-2),var9(t-2),var10(t-2),var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var10(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t),var8(t),var9(t),var10(t)
87,78.0,0.017445847,93.0,26.78,72.38,0.0,1.0,0.0,1.0,0.0,79.0,0.008706828,98.0,28.55,83.66,0.0,1.0,0.0,1.0,0.0,80.0,0.004343196,100.0,24.91,67.09,0.0,1.0,0.0,1.0,0.0,81.0,0.002165957,99.0,27.47,84.78,0.0,1.0,0.0,1.0,0.0,82.0,0.00108003,101.0,27.29,72.46,0.002916667,1.0,0.0,1.0,0.0,83.0,0.000538511,95.0,26.96,69.6,0.045208332999999996,1.0,0.0,1.0,0.0,84.0,0.00026849700000000003,84.0,25.09,62.08,0.0,1.0,0.0,1.0,0.0,85.0,0.000133869,89.0,24.37,69.1,0.0,1.0,0.0,1.0,0.0,86.0,6.670000000000001e-05,95.0,23.47,61.17,0.003958333,1.0,0.0,1.0,0.0,87.0,3.3299999999999996e-05,90.0,24.05,58.65,0.000208333,1.0,0.0,1.0,0.0,88.0,1.66e-05,83.0,23.69,62.14,0.0,1.0,0.0,1.0,0.0
88,79.0,0.008706828,98.0,28.55,83.66,0.0,1.0,0.0,1.0,0.0,80.0,0.004343196,100.0,24.91,67.09,0.0,1.0,0.0,1.0,0.0,81.0,0.002165957,99.0,27.47,84.78,0.0,1.0,0.0,1.0,0.0,82.0,0.00108003,101.0,27.29,72.46,0.002916667,1.0,0.0,1.0,0.0,83.0,0.000538511,95.0,26.96,69.6,0.045208332999999996,1.0,0.0,1.0,0.0,84.0,0.00026849700000000003,84.0,25.09,62.08,0.0,1.0,0.0,1.0,0.0,85.0,0.000133869,89.0,24.37,69.1,0.0,1.0,0.0,1.0,0.0,86.0,6.670000000000001e-05,95.0,23.47,61.17,0.003958333,1.0,0.0,1.0,0.0,87.0,3.3299999999999996e-05,90.0,24.05,58.65,0.000208333,1.0,0.0,1.0,0.0,88.0,1.66e-05,83.0,23.69,62.14,0.0,1.0,0.0,1.0,0.0,89.0,8.27e-06,92.0,23.58,60.59,0.0,1.0,0.0,1.0,0.0
89,80.0,0.004343196,100.0,24.91,67.09,0.0,1.0,0.0,1.0,0.0,81.0,0.002165957,99.0,27.47,84.78,0.0,1.0,0.0,1.0,0.0,82.0,0.00108003,101.0,27.29,72.46,0.002916667,1.0,0.0,1.0,0.0,83.0,0.000538511,95.0,26.96,69.6,0.045208332999999996,1.0,0.0,1.0,0.0,84.0,0.00026849700000000003,84.0,25.09,62.08,0.0,1.0,0.0,1.0,0.0,85.0,0.000133869,89.0,24.37,69.1,0.0,1.0,0.0,1.0,0.0,86.0,6.670000000000001e-05,95.0,23.47,61.17,0.003958333,1.0,0.0,1.0,0.0,87.0,3.3299999999999996e-05,90.0,24.05,58.65,0.000208333,1.0,0.0,1.0,0.0,88.0,1.66e-05,83.0,23.69,62.14,0.0,1.0,0.0,1.0,0.0,89.0,8.27e-06,92.0,23.58,60.59,0.0,1.0,0.0,1.0,0.0,90.0,4.12e-06,96.0,24.34,65.34,0.0,1.0,0.0,1.0,0.0
90,81.0,0.002165957,99.0,27.47,84.78,0.0,1.0,0.0,1.0,0.0,82.0,0.00108003,101.0,27.29,72.46,0.002916667,1.0,0.0,1.0,0.0,83.0,0.000538511,95.0,26.96,69.6,0.045208332999999996,1.0,0.0,1.0,0.0,84.0,0.00026849700000000003,84.0,25.09,62.08,0.0,1.0,0.0,1.0,0.0,85.0,0.000133869,89.0,24.37,69.1,0.0,1.0,0.0,1.0,0.0,86.0,6.670000000000001e-05,95.0,23.47,61.17,0.003958333,1.0,0.0,1.0,0.0,87.0,3.3299999999999996e-05,90.0,24.05,58.65,0.000208333,1.0,0.0,1.0,0.0,88.0,1.66e-05,83.0,23.69,62.14,0.0,1.0,0.0,1.0,0.0,89.0,8.27e-06,92.0,23.58,60.59,0.0,1.0,0.0,1.0,0.0,90.0,4.12e-06,96.0,24.34,65.34,0.0,1.0,0.0,1.0,0.0,91.0,2.06e-06,98.0,26.1,71.47,0.0,1.0,0.0,1.0,0.0
91,82.0,0.00108003,101.0,27.29,72.46,0.002916667,1.0,0.0,1.0,0.0,83.0,0.000538511,95.0,26.96,69.6,0.045208332999999996,1.0,0.0,1.0,0.0,84.0,0.00026849700000000003,84.0,25.09,62.08,0.0,1.0,0.0,1.0,0.0,85.0,0.000133869,89.0,24.37,69.1,0.0,1.0,0.0,1.0,0.0,86.0,6.670000000000001e-05,95.0,23.47,61.17,0.003958333,1.0,0.0,1.0,0.0,87.0,3.3299999999999996e-05,90.0,24.05,58.65,0.000208333,1.0,0.0,1.0,0.0,88.0,1.66e-05,83.0,23.69,62.14,0.0,1.0,0.0,1.0,0.0,89.0,8.27e-06,92.0,23.58,60.59,0.0,1.0,0.0,1.0,0.0,90.0,4.12e-06,96.0,24.34,65.34,0.0,1.0,0.0,1.0,0.0,91.0,2.06e-06,98.0,26.1,71.47,0.0,1.0,0.0,1.0,0.0,92.0,1.03e-06,93.0,27.94,86.66,0.0,1.0,0.0,1.0,0.0
92,83.0,0.000538511,95.0,26.96,69.6,0.045208332999999996,1.0,0.0,1.0,0.0,84.0,0.00026849700000000003,84.0,25.09,62.08,0.0,1.0,0.0,1.0,0.0,85.0,0.000133869,89.0,24.37,69.1,0.0,1.0,0.0,1.0,0.0,86.0,6.670000000000001e-05,95.0,23.47,61.17,0.003958333,1.0,0.0,1.0,0.0,87.0,3.3299999999999996e-05,90.0,24.05,58.65,0.000208333,1.0,0.0,1.0,0.0,88.0,1.66e-05,83.0,23.69,62.14,0.0,1.0,0.0,1.0,0.0,89.0,8.27e-06,92.0,23.58,60.59,0.0,1.0,0.0,1.0,0.0,90.0,4.12e-06,96.0,24.34,65.34,0.0,1.0,0.0,1.0,0.0,91.0,2.06e-06,98.0,26.1,71.47,0.0,1.0,0.0,1.0,0.0,92.0,1.03e-06,93.0,27.94,86.66,0.0,1.0,0.0,1.0,0.0,93.0,5.110000000000001e-07,94.0,27.79,83.75,0.003333333,1.0,0.0,1.0,0.0
93,84.0,0.00026849700000000003,84.0,25.09,62.08,0.0,1.0,0.0,1.0,0.0,85.0,0.000133869,89.0,24.37,69.1,0.0,1.0,0.0,1.0,0.0,86.0,6.670000000000001e-05,95.0,23.47,61.17,0.003958333,1.0,0.0,1.0,0.0,87.0,3.3299999999999996e-05,90.0,24.05,58.65,0.000208333,1.0,0.0,1.0,0.0,88.0,1.66e-05,83.0,23.69,62.14,0.0,1.0,0.0,1.0,0.0,89.0,8.27e-06,92.0,23.58,60.59,0.0,1.0,0.0,1.0,0.0,90.0,4.12e-06,96.0,24.34,65.34,0.0,1.0,0.0,1.0,0.0,91.0,2.06e-06,98.0,26.1,71.47,0.0,1.0,0.0,1.0,0.0,92.0,1.03e-06,93.0,27.94,86.66,0.0,1.0,0.0,1.0,0.0,93.0,5.110000000000001e-07,94.0,27.79,83.75,0.003333333,1.0,0.0,1.0,0.0,94.0,2.55e-07,100.0,26.35,74.98,0.003541667,1.0,0.0,1.0,0.0
94,85.0,0.000133869,89.0,24.37,69.1,0.0,1.0,0.0,1.0,0.0,86.0,6.670000000000001e-05,95.0,23.47,61.17,0.003958333,1.0,0.0,1.0,0.0,87.0,3.3299999999999996e-05,90.0,24.05,58.65,0.000208333,1.0,0.0,1.0,0.0,88.0,1.66e-05,83.0,23.69,62.14,0.0,1.0,0.0,1.0,0.0,89.0,8.27e-06,92.0,23.58,60.59,0.0,1.0,0.0,1.0,0.0,90.0,4.12e-06,96.0,24.34,65.34,0.0,1.0,0.0,1.0,0.0,91.0,2.06e-06,98.0,26.1,71.47,0.0,1.0,0.0,1.0,0.0,92.0,1.03e-06,93.0,27.94,86.66,0.0,1.0,0.0,1.0,0.0,93.0,5.110000000000001e-07,94.0,27.79,83.75,0.003333333,1.0,0.0,1.0,0.0,94.0,2.55e-07,100.0,26.35,74.98,0.003541667,1.0,0.0,1.0,0.0,95.0,1.2699999999999999e-07,76.0,25.06,67.93,0.001041667,1.0,0.0,1.0,0.0
95,86.0,6.670000000000001e-05,95.0,23.47,61.17,0.003958333,1.0,0.0,1.0,0.0,87.0,3.3299999999999996e-05,90.0,24.05,58.65,0.000208333,1.0,0.0,1.0,0.0,88.0,1.66e-05,83.0,23.69,62.14,0.0,1.0,0.0,1.0,0.0,89.0,8.27e-06,92.0,23.58,60.59,0.0,1.0,0.0,1.0,0.0,90.0,4.12e-06,96.0,24.34,65.34,0.0,1.0,0.0,1.0,0.0,91.0,2.06e-06,98.0,26.1,71.47,0.0,1.0,0.0,1.0,0.0,92.0,1.03e-06,93.0,27.94,86.66,0.0,1.0,0.0,1.0,0.0,93.0,5.110000000000001e-07,94.0,27.79,83.75,0.003333333,1.0,0.0,1.0,0.0,94.0,2.55e-07,100.0,26.35,74.98,0.003541667,1.0,0.0,1.0,0.0,95.0,1.2699999999999999e-07,76.0,25.06,67.93,0.001041667,1.0,0.0,1.0,0.0,96.0,6.33e-08,83.0,25.45,67.36,0.00041666699999999996,1.0,0.0,1.0,0.0
96,87.0,3.3299999999999996e-05,90.0,24.05,58.65,0.000208333,1.0,0.0,1.0,0.0,88.0,1.66e-05,83.0,23.69,62.14,0.0,1.0,0.0,1.0,0.0,89.0,8.27e-06,92.0,23.58,60.59,0.0,1.0,0.0,1.0,0.0,90.0,4.12e-06,96.0,24.34,65.34,0.0,1.0,0.0,1.0,0.0,91.0,2.06e-06,98.0,26.1,71.47,0.0,1.0,0.0,1.0,0.0,92.0,1.03e-06,93.0,27.94,86.66,0.0,1.0,0.0,1.0,0.0,93.0,5.110000000000001e-07,94.0,27.79,83.75,0.003333333,1.0,0.0,1.0,0.0,94.0,2.55e-07,100.0,26.35,74.98,0.003541667,1.0,0.0,1.0,0.0,95.0,1.2699999999999999e-07,76.0,25.06,67.93,0.001041667,1.0,0.0,1.0,0.0,96.0,6.33e-08,83.0,25.45,67.36,0.00041666699999999996,1.0,0.0,1.0,0.0,97.0,3.16e-08,82.0,25.6,64.6,0.00041666699999999996,1.0,0.0,1.0,0.0
97,88.0,1.66e-05,83.0,23.69,62.14,0.0,1.0,0.0,1.0,0.0,89.0,8.27e-06,92.0,23.58,60.59,0.0,1.0,0.0,1.0,0.0,90.0,4.12e-06,96.0,24.34,65.34,0.0,1.0,0.0,1.0,0.0,91.0,2.06e-06,98.0,26.1,71.47,0.0,1.0,0.0,1.0,0.0,92.0,1.03e-06,93.0,27.94,86.66,0.0,1.0,0.0,1.0,0.0,93.0,5.110000000000001e-07,94.0,27.79,83.75,0.003333333,1.0,0.0,1.0,0.0,94.0,2.55e-07,100.0,26.35,74.98,0.003541667,1.0,0.0,1.0,0.0,95.0,1.2699999999999999e-07,76.0,25.06,67.93,0.001041667,1.0,0.0,1.0,0.0,96.0,6.33e-08,83.0,25.45,67.36,0.00041666699999999996,1.0,0.0,1.0,0.0,97.0,3.16e-08,82.0,25.6,64.6,0.00041666699999999996,1.0,0.0,1.0,0.0,98.0,1.57e-08,89.0,25.56,69.67,0.000208333,1.0,0.0,1.0,0.0
98,89.0,8.27e-06,92.0,23.58,60.59,0.0,1.0,0.0,1.0,0.0,90.0,4.12e-06,96.0,24.34,65.34,0.0,1.0,0.0,1.0,0.0,91.0,2.06e-06,98.0,26.1,71.47,0.0,1.0,0.0,1.0,0.0,92.0,1.03e-06,93.0,27.94,86.66,0.0,1.0,0.0,1.0,0.0,93.0,5.110000000000001e-07,94.0,27.79,83.75,0.003333333,1.0,0.0,1.0,0.0,94.0,2.55e-07,100.0,26.35,74.98,0.003541667,1.0,0.0,1.0,0.0,95.0,1.2699999999999999e-07,76.0,25.06,67.93,0.001041667,1.0,0.0,1.0,0.0,96.0,6.33e-08,83.0,25.45,67.36,0.00041666699999999996,1.0,0.0,1.0,0.0,97.0,3.16e-08,82.0,25.6,64.6,0.00041666699999999996,1.0,0.0,1.0,0.0,98.0,1.57e-08,89.0,25.56,69.67,0.000208333,1.0,0.0,1.0,0.0,99.0,7.85e-09,89.0,29.7,81.26,0.0,1.0,0.0,1.0,0.0
99,90.0,4.12e-06,96.0,24.34,65.34,0.0,1.0,0.0,1.0,0.0,91.0,2.06e-06,98.0,26.1,71.47,0.0,1.0,0.0,1.0,0.0,92.0,1.03e-06,93.0,27.94,86.66,0.0,1.0,0.0,1.0,0.0,93.0,5.110000000000001e-07,94.0,27.79,83.75,0.003333333,1.0,0.0,1.0,0.0,94.0,2.55e-07,100.0,26.35,74.98,0.003541667,1.0,0.0,1.0,0.0,95.0,1.2699999999999999e-07,76.0,25.06,67.93,0.001041667,1.0,0.0,1.0,0.0,96.0,6.33e-08,83.0,25.45,67.36,0.00041666699999999996,1.0,0.0,1.0,0.0,97.0,3.16e-08,82.0,25.6,64.6,0.00041666699999999996,1.0,0.0,1.0,0.0,98.0,1.57e-08,89.0,25.56,69.67,0.000208333,1.0,0.0,1.0,0.0,99.0,7.85e-09,89.0,29.7,81.26,0.0,1.0,0.0,1.0,0.0,100.0,3.91e-09,95.0,29.41,81.4,0.000208333,1.0,0.0,1.0,0.0
10,1.0,0.120886836,67.0,22.28,52.82,0.0,1.0,0.0,0.0,1.0,2.0,0.129722082,77.0,22.32,60.94,0.0,1.0,0.0,0.0,1.0,3.0,0.139203068,83.0,26.1,81.27,0.0,1.0,0.0,0.0,1.0,4.0,0.149376991,85.0,23.08,65.71,0.0,1.0,0.0,0.0,1.0,5.0,0.160294495,85.0,22.64,62.41,0.0,1.0,0.0,0.0,1.0,6.0,0.172009925,81.0,20.3,47.66,0.0,1.0,0.0,0.0,1.0,7.0,0.18458159899999999,76.0,21.31,47.93,0.0,1.0,0.0,0.0,1.0,8.0,0.19807209899999997,87.0,22.32,49.38,0.0,1.0,0.0,0.0,1.0,9.0,0.21254857800000002,72.0,23.33,67.23,0.0,1.0,0.0,0.0,1.0,10.0,0.22808309699999998,75.0,25.09,83.94,0.0,1.0,0.0,0.0,1.0,11.0,0.244752987,81.0,20.38,64.41,0.0,1.0,0.0,0.0,1.0
11,2.0,0.129722082,77.0,22.32,60.94,0.0,1.0,0.0,0.0,1.0,3.0,0.139203068,83.0,26.1,81.27,0.0,1.0,0.0,0.0,1.0,4.0,0.149376991,85.0,23.08,65.71,0.0,1.0,0.0,0.0,1.0,5.0,0.160294495,85.0,22.64,62.41,0.0,1.0,0.0,0.0,1.0,6.0,0.172009925,81.0,20.3,47.66,0.0,1.0,0.0,0.0,1.0,7.0,0.18458159899999999,76.0,21.31,47.93,0.0,1.0,0.0,0.0,1.0,8.0,0.19807209899999997,87.0,22.32,49.38,0.0,1.0,0.0,0.0,1.0,9.0,0.21254857800000002,72.0,23.33,67.23,0.0,1.0,0.0,0.0,1.0,10.0,0.22808309699999998,75.0,25.09,83.94,0.0,1.0,0.0,0.0,1.0,11.0,0.244752987,81.0,20.38,64.41,0.0,1.0,0.0,0.0,1.0,12.0,0.262641228,57.0,19.15,52.71,0.0,1.0,0.0,0.0,1.0
12,3.0,0.139203068,83.0,26.1,81.27,0.0,1.0,0.0,0.0,1.0,4.0,0.149376991,85.0,23.08,65.71,0.0,1.0,0.0,0.0,1.0,5.0,0.160294495,85.0,22.64,62.41,0.0,1.0,0.0,0.0,1.0,6.0,0.172009925,81.0,20.3,47.66,0.0,1.0,0.0,0.0,1.0,7.0,0.18458159899999999,76.0,21.31,47.93,0.0,1.0,0.0,0.0,1.0,8.0,0.19807209899999997,87.0,22.32,49.38,0.0,1.0,0.0,0.0,1.0,9.0,0.21254857800000002,72.0,23.33,67.23,0.0,1.0,0.0,0.0,1.0,10.0,0.22808309699999998,75.0,25.09,83.94,0.0,1.0,0.0,0.0,1.0,11.0,0.244752987,81.0,20.38,64.41,0.0,1.0,0.0,0.0,1.0,12.0,0.262641228,57.0,19.15,52.71,0.0,1.0,0.0,0.0,1.0,13.0,0.281836865,61.0,21.85,52.64,0.0,1.0,0.0,0.0,1.0
13,4.0,0.149376991,85.0,23.08,65.71,0.0,1.0,0.0,0.0,1.0,5.0,0.160294495,85.0,22.64,62.41,0.0,1.0,0.0,0.0,1.0,6.0,0.172009925,81.0,20.3,47.66,0.0,1.0,0.0,0.0,1.0,7.0,0.18458159899999999,76.0,21.31,47.93,0.0,1.0,0.0,0.0,1.0,8.0,0.19807209899999997,87.0,22.32,49.38,0.0,1.0,0.0,0.0,1.0,9.0,0.21254857800000002,72.0,23.33,67.23,0.0,1.0,0.0,0.0,1.0,10.0,0.22808309699999998,75.0,25.09,83.94,0.0,1.0,0.0,0.0,1.0,11.0,0.244752987,81.0,20.38,64.41,0.0,1.0,0.0,0.0,1.0,12.0,0.262641228,57.0,19.15,52.71,0.0,1.0,0.0,0.0,1.0,13.0,0.281836865,61.0,21.85,52.64,0.0,1.0,0.0,0.0,1.0,14.0,0.302435452,57.0,22.79,66.06,0.0,1.0,0.0,0.0,1.0
14,5.0,0.160294495,85.0,22.64,62.41,0.0,1.0,0.0,0.0,1.0,6.0,0.172009925,81.0,20.3,47.66,0.0,1.0,0.0,0.0,1.0,7.0,0.18458159899999999,76.0,21.31,47.93,0.0,1.0,0.0,0.0,1.0,8.0,0.19807209899999997,87.0,22.32,49.38,0.0,1.0,0.0,0.0,1.0,9.0,0.21254857800000002,72.0,23.33,67.23,0.0,1.0,0.0,0.0,1.0,10.0,0.22808309699999998,75.0,25.09,83.94,0.0,1.0,0.0,0.0,1.0,11.0,0.244752987,81.0,20.38,64.41,0.0,1.0,0.0,0.0,1.0,12.0,0.262641228,57.0,19.15,52.71,0.0,1.0,0.0,0.0,1.0,13.0,0.281836865,61.0,21.85,52.64,0.0,1.0,0.0,0.0,1.0,14.0,0.302435452,57.0,22.79,66.06,0.0,1.0,0.0,0.0,1.0,15.0,0.324539526,58.0,22.18,65.08,0.0,1.0,0.0,0.0,1.0
15,6.0,0.172009925,81.0,20.3,47.66,0.0,1.0,0.0,0.0,1.0,7.0,0.18458159899999999,76.0,21.31,47.93,0.0,1.0,0.0,0.0,1.0,8.0,0.19807209899999997,87.0,22.32,49.38,0.0,1.0,0.0,0.0,1.0,9.0,0.21254857800000002,72.0,23.33,67.23,0.0,1.0,0.0,0.0,1.0,10.0,0.22808309699999998,75.0,25.09,83.94,0.0,1.0,0.0,0.0,1.0,11.0,0.244752987,81.0,20.38,64.41,0.0,1.0,0.0,0.0,1.0,12.0,0.262641228,57.0,19.15,52.71,0.0,1.0,0.0,0.0,1.0,13.0,0.281836865,61.0,21.85,52.64,0.0,1.0,0.0,0.0,1.0,14.0,0.302435452,57.0,22.79,66.06,0.0,1.0,0.0,0.0,1.0,15.0,0.324539526,58.0,22.18,65.08,0.0,1.0,0.0,0.0,1.0,16.0,0.348259119,65.0,21.64,56.0,0.0,1.0,0.0,0.0,1.0
16,7.0,0.18458159899999999,76.0,21.31,47.93,0.0,1.0,0.0,0.0,1.0,8.0,0.19807209899999997,87.0,22.32,49.38,0.0,1.0,0.0,0.0,1.0,9.0,0.21254857800000002,72.0,23.33,67.23,0.0,1.0,0.0,0.0,1.0,10.0,0.22808309699999998,75.0,25.09,83.94,0.0,1.0,0.0,0.0,1.0,11.0,0.244752987,81.0,20.38,64.41,0.0,1.0,0.0,0.0,1.0,12.0,0.262641228,57.0,19.15,52.71,0.0,1.0,0.0,0.0,1.0,13.0,0.281836865,61.0,21.85,52.64,0.0,1.0,0.0,0.0,1.0,14.0,0.302435452,57.0,22.79,66.06,0.0,1.0,0.0,0.0,1.0,15.0,0.324539526,58.0,22.18,65.08,0.0,1.0,0.0,0.0,1.0,16.0,0.348259119,65.0,21.64,56.0,0.0,1.0,0.0,0.0,1.0,17.0,0.37371230299999997,64.0,24.88,83.16,0.0,1.0,0.0,0.0,1.0
17,8.0,0.19807209899999997,87.0,22.32,49.38,0.0,1.0,0.0,0.0,1.0,9.0,0.21254857800000002,72.0,23.33,67.23,0.0,1.0,0.0,0.0,1.0,10.0,0.22808309699999998,75.0,25.09,83.94,0.0,1.0,0.0,0.0,1.0,11.0,0.244752987,81.0,20.38,64.41,0.0,1.0,0.0,0.0,1.0,12.0,0.262641228,57.0,19.15,52.71,0.0,1.0,0.0,0.0,1.0,13.0,0.281836865,61.0,21.85,52.64,0.0,1.0,0.0,0.0,1.0,14.0,0.302435452,57.0,22.79,66.06,0.0,1.0,0.0,0.0,1.0,15.0,0.324539526,58.0,22.18,65.08,0.0,1.0,0.0,0.0,1.0,16.0,0.348259119,65.0,21.64,56.0,0.0,1.0,0.0,0.0,1.0,17.0,0.37371230299999997,64.0,24.88,83.16,0.0,1.0,0.0,0.0,1.0,18.0,0.40102578200000005,72.0,23.8,64.87,0.0,1.0,0.0,0.0,1.0
18,9.0,0.21254857800000002,72.0,23.33,67.23,0.0,1.0,0.0,0.0,1.0,10.0,0.22808309699999998,75.0,25.09,83.94,0.0,1.0,0.0,0.0,1.0,11.0,0.244752987,81.0,20.38,64.41,0.0,1.0,0.0,0.0,1.0,12.0,0.262641228,57.0,19.15,52.71,0.0,1.0,0.0,0.0,1.0,13.0,0.281836865,61.0,21.85,52.64,0.0,1.0,0.0,0.0,1.0,14.0,0.302435452,57.0,22.79,66.06,0.0,1.0,0.0,0.0,1.0,15.0,0.324539526,58.0,22.18,65.08,0.0,1.0,0.0,0.0,1.0,16.0,0.348259119,65.0,21.64,56.0,0.0,1.0,0.0,0.0,1.0,17.0,0.37371230299999997,64.0,24.88,83.16,0.0,1.0,0.0,0.0,1.0,18.0,0.40102578200000005,72.0,23.8,64.87,0.0,1.0,0.0,0.0,1.0,19.0,0.430335519,85.0,23.4,71.21,0.0,1.0,0.0,0.0,1.0
19,10.0,0.22808309699999998,75.0,25.09,83.94,0.0,1.0,0.0,0.0,1.0,11.0,0.244752987,81.0,20.38,64.41,0.0,1.0,0.0,0.0,1.0,12.0,0.262641228,57.0,19.15,52.71,0.0,1.0,0.0,0.0,1.0,13.0,0.281836865,61.0,21.85,52.64,0.0,1.0,0.0,0.0,1.0,14.0,0.302435452,57.0,22.79,66.06,0.0,1.0,0.0,0.0,1.0,15.0,0.324539526,58.0,22.18,65.08,0.0,1.0,0.0,0.0,1.0,16.0,0.348259119,65.0,21.64,56.0,0.0,1.0,0.0,0.0,1.0,17.0,0.37371230299999997,64.0,24.88,83.16,0.0,1.0,0.0,0.0,1.0,18.0,0.40102578200000005,72.0,23.8,64.87,0.0,1.0,0.0,0.0,1.0,19.0,0.430335519,85.0,23.4,71.21,0.0,1.0,0.0,0.0,1.0,20.0,0.461787415,87.0,19.22,52.67,0.0,1.0,0.0,0.0,1.0
20,11.0,0.244752987,81.0,20.38,64.41,0.0,1.0,0.0,0.0,1.0,12.0,0.262641228,57.0,19.15,52.71,0.0,1.0,0.0,0.0,1.0,13.0,0.281836865,61.0,21.85,52.64,0.0,1.0,0.0,0.0,1.0,14.0,0.302435452,57.0,22.79,66.06,0.0,1.0,0.0,0.0,1.0,15.0,0.324539526,58.0,22.18,65.08,0.0,1.0,0.0,0.0,1.0,16.0,0.348259119,65.0,21.64,56.0,0.0,1.0,0.0,0.0,1.0,17.0,0.37371230299999997,64.0,24.88,83.16,0.0,1.0,0.0,0.0,1.0,18.0,0.40102578200000005,72.0,23.8,64.87,0.0,1.0,0.0,0.0,1.0,19.0,0.430335519,85.0,23.4,71.21,0.0,1.0,0.0,0.0,1.0,20.0,0.461787415,87.0,19.22,52.67,0.0,1.0,0.0,0.0,1.0,21.0,0.495538032,84.0,22.64,56.57,0.0,1.0,0.0,0.0,1.0
21,12.0,0.262641228,57.0,19.15,52.71,0.0,1.0,0.0,0.0,1.0,13.0,0.281836865,61.0,21.85,52.64,0.0,1.0,0.0,0.0,1.0,14.0,0.302435452,57.0,22.79,66.06,0.0,1.0,0.0,0.0,1.0,15.0,0.324539526,58.0,22.18,65.08,0.0,1.0,0.0,0.0,1.0,16.0,0.348259119,65.0,21.64,56.0,0.0,1.0,0.0,0.0,1.0,17.0,0.37371230299999997,64.0,24.88,83.16,0.0,1.0,0.0,0.0,1.0,18.0,0.40102578200000005,72.0,23.8,64.87,0.0,1.0,0.0,0.0,1.0,19.0,0.430335519,85.0,23.4,71.21,0.0,1.0,0.0,0.0,1.0,20.0,0.461787415,87.0,19.22,52.67,0.0,1.0,0.0,0.0,1.0,21.0,0.495538032,84.0,22.64,56.57,0.0,1.0,0.0,0.0,1.0,22.0,0.531755378,93.0,24.52,74.88,0.0,1.0,0.0,0.0,1.0
22,13.0,0.281836865,61.0,21.85,52.64,0.0,1.0,0.0,0.0,1.0,14.0,0.302435452,57.0,22.79,66.06,0.0,1.0,0.0,0.0,1.0,15.0,0.324539526,58.0,22.18,65.08,0.0,1.0,0.0,0.0,1.0,16.0,0.348259119,65.0,21.64,56.0,0.0,1.0,0.0,0.0,1.0,17.0,0.37371230299999997,64.0,24.88,83.16,0.0,1.0,0.0,0.0,1.0,18.0,0.40102578200000005,72.0,23.8,64.87,0.0,1.0,0.0,0.0,1.0,19.0,0.430335519,85.0,23.4,71.21,0.0,1.0,0.0,0.0,1.0,20.0,0.461787415,87.0,19.22,52.67,0.0,1.0,0.0,0.0,1.0,21.0,0.495538032,84.0,22.64,56.57,0.0,1.0,0.0,0.0,1.0,22.0,0.531755378,93.0,24.52,74.88,0.0,1.0,0.0,0.0,1.0,23.0,0.570619738,93.0,24.08,76.57,0.0,1.0,0.0,0.0,1.0
23,14.0,0.302435452,57.0,22.79,66.06,0.0,1.0,0.0,0.0,1.0,15.0,0.324539526,58.0,22.18,65.08,0.0,1.0,0.0,0.0,1.0,16.0,0.348259119,65.0,21.64,56.0,0.0,1.0,0.0,0.0,1.0,17.0,0.37371230299999997,64.0,24.88,83.16,0.0,1.0,0.0,0.0,1.0,18.0,0.40102578200000005,72.0,23.8,64.87,0.0,1.0,0.0,0.0,1.0,19.0,0.430335519,85.0,23.4,71.21,0.0,1.0,0.0,0.0,1.0,20.0,0.461787415,87.0,19.22,52.67,0.0,1.0,0.0,0.0,1.0,21.0,0.495538032,84.0,22.64,56.57,0.0,1.0,0.0,0.0,1.0,22.0,0.531755378,93.0,24.52,74.88,0.0,1.0,0.0,0.0,1.0,23.0,0.570619738,93.0,24.08,76.57,0.0,1.0,0.0,0.0,1.0,24.0,0.612324574,88.0,24.08,69.32,0.0,1.0,0.0,0.0,1.0
